NodeID,SVM_Max,X,Y,Z
752,49.75481532306644,60.0,0.0,-1.0
753,34.31687893368031,62.0,0.0,-1.0
754,19.227997706730164,64.0,0.0,-1.0
755,19.512020233520985,66.0,0.0,-1.0
756,28.586553217114986,68.0,0.0,-1.0
757,42.03887773499461,70.0,0.0,-1.0
758,55.26739862338467,72.0,0.0,-1.0
759,68.14181653962964,74.0,0.0,-1.0
760,80.60085730702505,76.0,0.0,-1.0
761,92.6596392419947,78.0,0.0,-1.0
762,104.2464340785062,80.0,0.0,-1.0
763,115.38800163885885,82.0,0.0,-1.0
764,125.97440838936765,84.0,0.0,-1.0
765,136.0052492380727,86.0,0.0,-1.0
766,145.75526755644594,88.0,0.0,-1.0
767,154.70592855510947,90.0,0.0,-1.0
768,162.66497368462052,92.0,0.0,-1.0
769,169.53853624541247,94.0,0.0,-1.0
770,175.30257288021224,96.0,0.0,-1.0
771,179.81325830950973,98.0,0.0,-1.0
772,3534.2035232371777,2.0,0.0,0.0
773,3202.492467618452,4.0,0.0,0.0
774,2970.531574353103,6.0,0.0,0.0
775,2678.1361023632153,8.0,0.0,0.0
776,2406.418416398382,10.0,0.0,0.0
777,2138.0621520560107,12.0,0.0,0.0
778,1880.0911043997344,14.0,0.0,0.0
779,1635.0634595969525,16.0,0.0,0.0
780,1393.4723125273488,18.0,0.0,0.0
781,1155.3688142426179,20.0,0.0,0.0
782,921.1107711721401,22.0,0.0,0.0
783,691.3199545264943,24.0,0.0,0.0
784,467.0521493669959,26.0,0.0,0.0
785,253.51444495004563,28.0,0.0,0.0
786,403.44634408637035,30.0,0.0,0.0
787,594.3620481662768,32.0,0.0,0.0
788,778.5132364180366,34.0,0.0,0.0
789,962.5868942696288,36.0,0.0,0.0
790,1144.348663139189,38.0,0.0,0.0
791,1315.6908866613458,40.0,0.0,0.0
792,1476.0350660844679,42.0,0.0,0.0
793,1624.9015731684074,44.0,0.0,0.0
794,1761.8734033528283,46.0,0.0,0.0
795,1886.5645832052237,48.0,0.0,0.0
796,1998.596709521066,50.0,0.0,0.0
797,2097.5869496161313,52.0,0.0,0.0
798,2183.149974511253,54.0,0.0,0.0
